last_name,first_name,middle_name,suffix,nickname,full_name,name_comma,party,birthday,gender,type,state,district,senate_class,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Edwards,Charles (Chuck),Marion,,,Chuck Edwards,"Edwards, Charles (Chuck) Marion",Republican,1960-09-13,M,rep,NC,11,,https://edwards.house.gov,1505 Longworth House Office Building Washington DC 20515-3311,202-225-6401,,,RepEdwards,1602748099792879616,RepChuckEdwards,,,,E000246,,N00049670,,H2NC14050,,456914,166600,Chuck Edwards,,,Chuck Edwards
Elfreth,Sarah,Kelly,,,Sarah Elfreth,"Elfreth, Sarah Kelly",Democrat,1988-09-09,F,rep,MD,3,,https://elfreth.house.gov,1213 Longworth House Office Building Washington DC 20515-2003,202-225-4016,,,repsarahelfreth,,RepSarahElfreth,,,,E000301,,N00053710,,H4MD03156,,456992,178463,Sarah Elfreth,,,Sarah Elfreth
Ellzey,Jake,,,,Jake Ellzey,"Ellzey, Jake",Republican,1970-01-24,M,rep,TX,6,,https://ellzey.house.gov,1721 Longworth House Office Building Washington DC 20515-4306,202-225-2002,,,RepEllzey,1366523868253458437,RepJakeEllzey,,,,E000071,,N00042243,,H8TX06266,,456862,,Jake Ellzey,,,Jake Ellzey
Emmer,Tom,,,,Tom Emmer,"Emmer, Tom",Republican,1961-03-03,M,rep,MN,6,,https://emmer.house.gov,326 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,,RepTomEmmer,2914515430,reptomemmer,RepTomEmmer,,,E000294,2253,N00035440,,H4MN06087,75567,412639,38894,Tom Emmer,,21531,Tom Emmer
Ernst,Joni,,,,Joni Ernst,"Ernst, Joni",Republican,1970-07-01,F,sen,IA,,2,https://www.ernst.senate.gov,260 Russell Senate Office Building Washington DC 20510,202-224-3254,https://www.ernst.senate.gov/public/index.cfm/contact,,SenJoniErnst,2856787757,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw,,E000295,2283,N00035483,S376,S4IA00129,75342,412667,128583,Joni Ernst,,41502,Joni Ernst
Escobar,Veronica,,,,Veronica Escobar,"Escobar, Veronica",Democrat,1969-09-15,F,rep,TX,16,,https://escobar.house.gov,2448 Rayburn House Office Building Washington DC 20515-4316,202-225-4831,,,RepEscobar,1075517806551154689,RepEscobar,UC46TX2P8K0CA_4gZv8_R2Og,,,E000299,,N00041702,,H8TX16109,,412825,99345,Veronica Escobar,,21917,Veronica Escobar
Espaillat,Adriano,,,,Adriano Espaillat,"Espaillat, Adriano",Democrat,1954-09-27,M,rep,NY,13,,https://espaillat.house.gov,2332 Rayburn House Office Building Washington DC 20515-3213,202-225-4365,,,RepEspaillat,817076257770835968,RepEspaillat,,UCi0niBYFhEY70Dz8InbX5OQ,,E000297,,N00034549,,H2NY13096,68413,412718,14379,Adriano Espaillat,,21715,Adriano Espaillat
Estes,Ron,,,,Ron Estes,"Estes, Ron",Republican,1956-07-19,M,rep,KS,4,,https://estes.house.gov,2234 Rayburn House Office Building Washington DC 20515-1604,202-225-6216,,,RepRonEstes,854715071116849157,RepRonEstes,,UC2clc28qcehIqotHQcthnWA,,E000298,,N00040712,,H8KS04112,107963,412735,125031,Ron Estes (U.S. House representative),,21750,Ron Estes
Evans,Dwight,,,,Dwight Evans,"Evans, Dwight",Democrat,1954-05-16,M,rep,PA,3,,https://evans.house.gov,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,,https://evans.house.gov/rss.xml,RepDwightEvans,90639372,RepDwightEvans,,,,E000296,,N00038450,,H6PA02171,56729,412677,9128,Dwight Evans,,21566,Dwight Evans (politician)
Evans,Gabe,,,,Gabe Evans,"Evans, Gabe",Republican,1986-07-28,M,rep,CO,8,,https://gabeevans.house.gov,1229 Longworth House Office Building Washington DC 20515-0001,202-225-5625,,,repgabeevans,,RepGabeEvans,,,,E000300,,N00053312,,H4CO08034,,456984,206217,Gabe Evans,,,Gabe Evans
Ezell,Mike,,,,Mike Ezell,"Ezell, Mike",Republican,1959-04-06,M,rep,MS,4,,https://ezell.house.gov,443 Cannon House Office Building Washington DC 20515-2404,202-225-5772,,,RepEzell,1602788004749344768,repezell,UCseRXy2_n4j97lndfkQ_hAw,,,E000235,,N00048240,,H2MS04258,,456911,202526,Mike Ezell,,,Mike Ezell
Fallon,Patrick,Edward,,Pat,Pat Fallon,"Fallon, Patrick Edward",Republican,1967-12-19,M,rep,TX,4,,https://fallon.house.gov,2416 Rayburn House Office Building Washington DC 20515-4304,202-225-6673,,,RepPatFallon,1343258042704527362,RepPatFallon,RepPatFallon,,,F000246,,N00047264,,H0TX04219,,456845,,,,,Pat Fallon
Fedorchak,Julie,Ann,,,Julie Fedorchak,"Fedorchak, Julie Ann",Republican,1968-09-28,F,rep,ND,0,,https://fedorchak.house.gov,1607 Longworth House Office Building Washington DC 20515-3400,202-225-2611,,,RepFedorchak,,RepJulieFedorchak,,,,F000482,,N00054800,,H4ND00061,,457006,144276,Julie Fedorchak,,,Julie Fedorchak
Feenstra,Randy,L.,,,Randy Feenstra,"Feenstra, Randy L.",Republican,1969-01-14,M,rep,IA,4,,https://feenstra.house.gov,2434 Rayburn House Office Building Washington DC 20515-1504,202-225-4426,,,RepFeenstra,1345135363761852416,repfeenstra,,,,F000446,,N00044011,,H0IA04145,,456818,103301,Randy Feenstra,,,Randy Feenstra
Fetterman,John,Karl,,,John Fetterman,"Fetterman, John Karl",Democrat,1969-08-15,M,sen,PA,,3,https://www.fetterman.senate.gov,142 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.fetterman.senate.gov/contact/,,,,SenFettermanPA,,,,F000479,,N00038201,S418,S6PA00274,,456877,166286,John Fetterman,,,John Fetterman
Fields,Cleo,,,,Cleo Fields,"Fields, Cleo",Democrat,1962-11-22,M,rep,LA,6,,https://fields.house.gov,2349 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,,,repfields,,Congressman-Cleo-Fields,,,,F000110,379,N00005398,,H4LA06211,,404067,26878,Cleo Fields,,29354,Cleo Fields
Figures,Shomari,Coleman,,,Shomari Figures,"Figures, Shomari Coleman",Democrat,1985-09-03,M,rep,AL,2,,https://figures.house.gov,225 Cannon House Office Building Washington DC 20515-0102,202-225-4931,,,repscfigures,,congressman.shomari.figures,,,,F000481,,N00053909,,H4AL02170,,456971,212889,Shomari Figures,,,Shomari Figures
Fine,Randall,Adam,,Randy,Randy Fine,"Fine, Randall Adam",Republican,1974-04-20,M,rep,FL,6,,https://fine.house.gov,244 Cannon House Office Building Washington DC 20515-0906,202-225-2706,hhttps://fine.house.gov/address_authentication?form=/contact/email-me,,,,,,,,F000484,,,,H6FL06258,,457035,172909,Randy Fine,,,Randy Fine
Finstad,Brad,,,,Brad Finstad,"Finstad, Brad",Republican,1976-05-30,M,rep,MN,1,,https://finstad.house.gov,2418 Rayburn House Office Building Washington DC 20515-2301,202-225-2472,,,RepFinstad,,RepFinstad,@repfinstad,,,F000475,,N00050649,,H2MN01223,,456869,38612,Brad Finstad,,,Brad Finstad
Fischbach,Michelle,Louise Helene,,,Michelle Fischbach,"Fischbach, Michelle Louise Helene",Republican,1965-11-03,F,rep,MN,7,,https://fischbach.house.gov,2229 Rayburn House Office Building Washington DC 20515-2307,202-225-2165,,,RepFischbach,1344375287484723205,repfischbach,UCAxs5zhFdAkGbkRnuC3osDw,,,F000470,,N00045251,,H0MN07091,,456828,3882,Michelle Fischbach,,,Michelle Fischbach
Fischer,Deb,,,,Deb Fischer,"Fischer, Deb",Republican,1951-03-01,F,sen,NE,,1,https://www.fischer.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-6551,https://www.fischer.senate.gov/public/index.cfm/contact,http://www.fischer.senate.gov/public/index.cfm/rss/feed,SenatorFischer,1071402577,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,,F000463,2179,N00033443,S357,S2NE00094,1034067,412556,41963,Deb Fischer,,41302,Deb Fischer
Fitzgerald,Scott,L.,,,Scott Fitzgerald,"Fitzgerald, Scott L.",Republican,1963-11-16,M,rep,WI,5,,https://fitzgerald.house.gov,2444 Rayburn House Office Building Washington DC 20515-4905,202-225-5101,,,RepFitzgerald,1004891731,CongressmanScottFitzgerald,,,,F000471,,N00045434,,H0WI05113,,456855,3446,,,,Scott Fitzgerald (politician)
Fitzpatrick,Brian,K.,,,Brian K. Fitzpatrick,"Fitzpatrick, Brian K.",Republican,1973-12-17,M,rep,PA,1,,https://fitzpatrick.house.gov,271 Cannon House Office Building Washington DC 20515-3801,202-225-4276,,,RepBrianFitz,816303263586914304,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw,,F000466,,N00038779,,H6PA08277,103537,412721,167708,Brian Fitzpatrick,,21718,Brian Fitzpatrick (American politician)
Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann","Fleischmann, Charles J.",Republican,1962-10-11,M,rep,TN,3,,https://fleischmann.house.gov,2187 Rayburn House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,235190657,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,,F000459,2061,N00030815,,H0TN03254,95146,412476,123456,Charles Fleischmann,,21178,Chuck Fleischmann
Fletcher,Lizzie,,,,Lizzie Fletcher,"Fletcher, Lizzie",Democrat,1975-02-13,F,rep,TX,7,,https://fletcher.house.gov,2004 Rayburn House Office Building Washington DC 20515-4307,202-225-2571,,,RepFletcher,1075904377221722113,RepFletcher,UCIWDLoDPvawP118TNWi-9rg,,,F000468,,N00041194,,H8TX07140,,412824,177031,Lizzie Pannill Fletcher,,21919,Lizzie Fletcher
Flood,Mike,,,,Mike Flood,"Flood, Mike",Republican,1975-02-23,M,rep,NE,1,,https://flood.house.gov,343 Cannon House Office Building Washington DC 20515-2701,202-225-4806,,,USRepMikeFlood,,Congressman-Mike-Flood-101986952582058,,,,F000474,,N00050145,,H2NE01118,,456868,41983,Mike Flood,,,Mike Flood (politician)
Fong,Vince,,,,Vince Fong,"Fong, Vince",Republican,1979-10-24,M,rep,CA,20,,https://fong.house.gov,243 Cannon House Office Building Washington DC 20515-0520,202-225-2915,,,RepVinceFong,,,,,,F000480,,N00054216,,H4CA20181,,456958,169357,Vince Fong,,,Vince Fong
Foster,Bill,,,,Bill Foster,"Foster, Bill",Democrat,1955-10-07,M,rep,IL,11,,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,1080509366,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,,F000454,1888,N00029139,,"H8IL14067,H2IL11124",1027346,412257,101632,Bill Foster,,20749,Bill Foster (politician)
Foushee,Valerie,Jean,,,Valerie P. Foushee,"Foushee, Valerie Jean",Democrat,1956-05-07,F,rep,NC,4,,https://foushee.house.gov,2452 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,,,ValerieFoushee,1611471154732060692,RepValerieFoushee,@RepValerieFoushee,,,F000477,,N00049652,,H2NC06114,,456913,93091,Valerie Foushee,,,Valerie Foushee
Foxx,Virginia,,,,Virginia Foxx,"Foxx, Virginia",Republican,1943-06-29,F,rep,NC,5,,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,16256269,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,,F000450,1791,N00026166,,H4NC05146,1013052,400643,6051,Virginia Foxx,,20521,Virginia Foxx
Frankel,Lois,,,,Lois Frankel,"Frankel, Lois",Democrat,1948-05-16,F,rep,FL,22,,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0922,202-225-9890,,http://frankel.house.gov/rss.xml,RepLoisFrankel,1077121945,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,,F000462,2119,N00002893,,"H2FL14053,H2FL22080",623714,412529,8102,Lois Frankel,,21321,Lois Frankel
Franklin,C.,Scott,,,Scott Franklin,"Franklin, C. Scott",Republican,1964-08-23,M,rep,FL,18,,https://franklin.house.gov,2301 Rayburn House Office Building Washington DC 20515-0918,202-225-1252,,,RepFranklin,1343664721384398849,RepFranklin,@RepFranklin,,,F000472,,N00046760,,H0FL15104,,456807,191355,Scott Franklin,,,Scott Franklin (politician)
Friedman,Laura,Syril,,,Laura Friedman,"Friedman, Laura Syril",Democrat,1966-12-03,F,rep,CA,30,,https://friedman.house.gov,1517 Longworth House Office Building Washington DC 20515-0530,202-225-4176,,,RepFriedmanCA,,RepLauraFriedman,,,,F000483,,N00052209,,H4CA30149,,456979,111792,Laura Friedman,,,Laura Friedman
Frost,Maxwell,Alejandro,,,Maxwell Frost,"Frost, Maxwell Alejandro",Democrat,1997-01-17,M,rep,FL,10,,https://frost.house.gov,1224 Longworth House Office Building Washington DC 20515-0910,202-225-2176,,,RepMaxwellFrost,1608494113174822925,RepMaxwellFrost,,,,F000476,,N00049075,,H2FL10259,,456890,209096,Maxwell Alejandro Frost,,,Maxwell Frost
Fry,Russell,William,,,Russell Fry,"Fry, Russell William",Republican,1985-01-31,M,rep,SC,7,,https://fry.house.gov,345 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,,RepRussellFry,1603514304354983941,reprussellfry,@reprussellfry,,,F000478,,N00049165,,H2SC07280,,456938,157265,,,,Russell Fry
Fulcher,Russ,,,,Russ Fulcher,"Fulcher, Russ",Republican,1962-03-09,M,rep,ID,1,,https://fulcher.house.gov,1514 Longworth House Office Building Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,1078741899572240384,RepRussFulcher,UCx2AS0O5frzPB8D6TqJ3Mqg,,,F000469,,N00041335,,H8ID01124,,412773,33091,Russ Fulcher,,21920,Russ Fulcher
Fuller,Clay,,,,Clay Fuller,"Fuller, Clay",Republican,1981-04-09,M,rep,GA,14,,https://fuller.house.gov,2201 Rayburn House Office Building Washington DC 20515-1014,202-225-5211,,,,,,,,,F000485,,,,H0GA14030,,457041,189784,Clayton Fuller,,,Clay Fuller
Gallagher,James,,,,,"Gallagher, James",Republican,1981-03-07,M,rep,CA,1,,,,,,,,,,,,,G000607,,,,H6CA01285,,457043,,,,,
Gallego,Ruben,,,,Ruben Gallego,"Gallego, Ruben",Democrat,1979-11-20,M,sen,AZ,,1,https://www.gallego.senate.gov,302 Hart Senate Office Building Washington DC 20510,202-224-4521,,,RepRubenGallego,2966570782,RepRubenGallego,,,,G000574,2226,N00036097,S432,"H4AZ07043,S4AZ00139",77233,412612,123732,Ruben Gallego,,21502,Ruben Gallego
Garamendi,John,,,,John Garamendi,"Garamendi, John",Democrat,1945-01-24,M,rep,CA,8,,https://garamendi.house.gov,2428 Rayburn House Office Building Washington DC 20515-0508,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,88806753,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,,G000559,1973,N00030856,,H0CA10149,18413,412382,29664,John Garamendi,,20958,John Garamendi
Garbarino,Andrew,R.,,,Andrew R. Garbarino,"Garbarino, Andrew R.",Republican,1984-09-27,M,rep,NY,2,,https://garbarino.house.gov,2344 Rayburn House Office Building Washington DC 20515-3202,202-225-7896,,,RepGarbarino,1344349650447433729,RepAndrewGarbarino,,,,G000597,,N00046030,,H0NY02234,,456836,143103,Andrew Garbarino,,,Andrew Garbarino
Garcia,Sylvia,R.,,,Sylvia R. Garcia,"Garcia, Sylvia R.",Democrat,1950-09-06,F,rep,TX,29,,https://sylviagarcia.house.gov,2419 Rayburn House Office Building Washington DC 20515-4329,202-225-1688,,,RepSylviaGarcia,1080587263132733442,RepSylviaGarcia,,,,G000587,,N00042282,,H8TX29052,,412827,49734,Sylvia Garcia,,21922,Sylvia Garcia
Garcia,Robert,Julio,,,Robert Garcia,"Garcia, Robert Julio",Democrat,1977-12-02,M,rep,CA,42,,https://robertgarcia.house.gov,109 Cannon House Office Building Washington DC 20515-0542,202-225-7924,,,RepRobertGarcia,1602792195878047744,reprobertgarcia,,,,G000598,,N00049470,,H2CA47188,,456885,29749,Robert Garcia (California),,,Robert Garcia (California congressman)
García,Jesús,G.,,Chuy,"Jesús G. ""Chuy"" García","García, Jesús G.",Democrat,1956-04-12,M,rep,IL,4,,https://chuygarcia.house.gov,2334 Rayburn House Office Building Washington DC 20515-1304,202-225-8203,,,RepChuyGarcia,1082427779583541248,RepChuyGarcia,,,,G000586,,N00042114,,H8IL04134,,412774,6261,Jesus Garcia,,21921,Chuy García
Gill,Brandon,Gene,,,Brandon Gill,"Gill, Brandon Gene",Republican,1994-02-26,M,rep,TX,26,,https://gill.house.gov,1305 Longworth House Office Building Washington DC 20515-4326,202-225-7772,,,repbrandongill,,RepBrandonGill,,,,G000603,,N00054402,,H4TX26149,,457023,,Brandon Gill,,,Brandon Gill
Gillen,Laura,Anne,,,Laura Gillen,"Gillen, Laura Anne",Democrat,1969-07-10,F,rep,NY,4,,https://gillen.house.gov,428 Cannon House Office Building Washington DC 20515-3204,202-225-5516,,,RepLauraGillen,,replauragillen,,,,G000602,,N00050425,,H4NY04158,,457010,208621,Laura Gillen,,,Laura Gillen
Gillibrand,Kirsten,E.,,,Kirsten E. Gillibrand,"Gillibrand, Kirsten E.",Democrat,1966-12-09,F,sen,NY,,1,https://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,GillibrandNY,899978622416695297,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,,G000555,1866,N00027658,S331,"H6NY20167,S0NY00410",1022862,412223,65147,Kirsten Gillibrand,,20735,Kirsten Gillibrand
Gimenez,Carlos,A.,,,Carlos A. Gimenez,"Gimenez, Carlos A.",Republican,1954-01-17,M,rep,FL,28,,https://gimenez.house.gov,448 Cannon House Office Building Washington DC 20515-0001,202-225-2778,,,RepCarlos,1343679195034103808,RepCarlosGimenez,,,,G000593,,N00046394,,H0FL26036,,456809,81366,Carlos Gimenez,,,Carlos A. Giménez
Gluesenkamp Perez,Marie,,,,Marie Gluesenkamp Perez,"Gluesenkamp Perez, Marie",Democrat,1988-06-06,F,rep,WA,3,,https://gluesenkampperez.house.gov,1431 Longworth House Office Building Washington DC 20515-4703,202-225-3536,,,RepMGP,1603127874512453632,RepMGP,@repmgp,,,G000600,,N00050490,,H2WA03217,,456949,207307,Marie Gluesenkamp Perez,,,Marie Gluesenkamp Perez
Golden,Jared,Forrest,,,Jared F. Golden,"Golden, Jared Forrest",Democrat,1982-07-25,M,rep,ME,2,,https://golden.house.gov,1107 Longworth House Office Building Washington DC 20515-1902,202-225-6306,,,RepGolden,1080891667308298240,,,,,G000592,,N00041668,,H8ME02185,,412842,151420,Jared Golden,,21923,Jared Golden
Goldman,Dan,Sachs,,,Daniel S. Goldman,"Goldman, Dan Sachs",Democrat,1976-02-26,M,rep,NY,10,,https://goldman.house.gov,245 Cannon House Office Building Washington DC 20515-3210,202-225-7944,,,RepDanGoldman,1610019555371372544,RepDanGoldman,,,,G000599,,N00051424,,H2NY10308,,456923,208627,Daniel Goldman,,,Dan Goldman
Goldman,Craig,A.,,,Craig A. Goldman,"Goldman, Craig A.",Republican,1968-10-03,M,rep,TX,12,,https://craiggoldman.house.gov,1716 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,,RepCraigGoldman,,61571449239416,,,,G000601,,N00053861,,H4TX12065,,457021,,,,,Craig Goldman
Gomez,Jimmy,,,,Jimmy Gomez,"Gomez, Jimmy",Democrat,1974-11-25,M,rep,CA,34,,https://gomez.house.gov,506 Cannon House Office Building Washington DC 20515-0534,202-225-6235,,,RepJimmyGomez,2371339658,RepJimmyGomez,UCOmm091WM6D01xTdzsWNvbQ,,,G000585,,N00040597,,H8CA34266,108883,412739,138524,Jimmy Gomez,,21754,Jimmy Gomez
Gonzalez,Vicente,,,,Vicente Gonzalez,"Gonzalez, Vicente",Democrat,1967-09-04,M,rep,TX,34,,https://gonzalez.house.gov,1201 Longworth House Office Building Washington DC 20515-4334,202-225-2531,,,RepGonzalez,818536152588238849,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw,,G000581,,N00038809,,H6TX15162,103568,412725,166483,Vicente Gonzalez Jr.,,21722,Vicente Gonzalez (American politician)
Gooden,Lance,,,,Lance Gooden,"Gooden, Lance",Republican,1982-12-01,M,rep,TX,5,,https://gooden.house.gov,2431 Rayburn House Office Building Washington DC 20515-4305,202-225-3484,,,,,,UCaEs0pYlL_1cLlPBHfl0RIg,,,G000589,,N00042237,,H8TX05144,,412822,177282,Lance Gooden,,21925,Lance Gooden
Goodlander,Maggie,Vivian,,,Maggie Goodlander,"Goodlander, Maggie Vivian",Democrat,1986-11-04,F,rep,NH,2,,https://goodlander.house.gov,223 Cannon House Office Building Washington DC 20515-2902,202-225-5206,,,RepGoodlander,,61571606604866,,,,G000604,,N00055218,,H4NH02399,,457007,218522,Maggie Goodlander,,,Maggie Goodlander
Gosar,Paul,A.,,,Paul A. Gosar,"Gosar, Paul A.",Republican,1958-11-22,M,rep,AZ,9,,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0309,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,240760644,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,,G000565,1992,N00030771,,H0AZ01259,62470,412397,123491,Paul Gosar,,21103,Paul Gosar
Gottheimer,Josh,,,,Josh Gottheimer,"Gottheimer, Josh",Democrat,1975-03-08,M,rep,NJ,5,,https://gottheimer.house.gov,106 Cannon House Office Building Washington DC 20515-3005,202-225-4465,,,RepJoshG,815310506596691968,RepJoshG,,,,G000583,,N00036944,,H6NJ05171,9275683,412714,169202,Josh Gottheimer,,21723,Josh Gottheimer
Grassley,Charles,E.,,Chuck,Chuck Grassley,"Grassley, Charles E.",Republican,1933-09-17,M,sen,IA,,3,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,10615232,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,,G000386,457,N00001758,S153,S0IA00028,1167,300048,53293,Chuck Grassley,,14226,Chuck Grassley
Graves,Sam,B.,,,Sam Graves,"Graves, Sam B.",Republican,1963-11-07,M,rep,MO,6,,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,29766367,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,,G000546,1656,N00013323,,H0MO06073,89873,400158,9425,Sam Graves,,20124,Sam Graves
Gray,Adam,Channing,,,Adam Gray,"Gray, Adam Channing",Democrat,1977-09-23,M,rep,CA,13,,https://gray.house.gov,1230 Longworth House Office Building Washington DC 20515-0513,202-225-1947,,,RepAdamGrayCA,,repadamgrayca,,,,G000605,,N00050061,,H2CA13115,,456975,138552,Adam Gray,,,Adam Gray
Green,Al,,,,Al Green,"Green, Al",Democrat,1947-09-01,M,rep,TX,9,,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,156333623,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,,G000553,1803,N00026686,,H4TX09095,1012969,400653,49680,Al Green,,20529,Al Green (politician)
Griffith,H.,Morgan,,,H. Morgan Griffith,"Griffith, H. Morgan",Republican,1958-03-15,M,rep,VA,9,,https://morgangriffith.house.gov,2110 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,234057152,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,,G000568,2070,N00032029,,H0VA09055,62766,412485,5148,Morgan Griffith,,21191,Morgan Griffith
Grijalva,Adelita,S.,,,Adelita S. Grijalva,"Grijalva, Adelita S.",Democrat,1970-10-30,F,rep,AZ,7,,https://grijalva.house.gov,1203 Longworth House Office Building Washington DC 20515-0307,202-225-2435,,,,,,,,,G000606,,,,H6AZ07121,,457037,196554,Adelita Grijalva,,,Adelita Grijalva
Grothman,Glenn,,,,Glenn Grothman,"Grothman, Glenn",Republican,1955-07-03,M,rep,WI,6,,https://grothman.house.gov,1211 Longworth House Office Building Washington DC 20515-4906,202-225-2476,,,RepGrothman,2976606250,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,,G000576,2276,N00036409,,H4WI06048,77282,412661,3493,Glenn Grothman,,21559,Glenn Grothman
Guest,Michael,,,,Michael Guest,"Guest, Michael",Republican,1970-02-04,M,rep,MS,3,,https://guest.house.gov,450 Cannon House Office Building Washington DC 20515-2403,202-225-5031,,,RepMichaelGuest,1081243468327018496,RepMichaelGuest,,,,G000591,,N00042458,,H8MS03125,,412793,179667,Michael Guest,,21927,Michael Guest (politician)
Guthrie,Brett,,,,Brett Guthrie,"Guthrie, Brett",Republican,1964-02-18,M,rep,KY,2,,https://guthrie.house.gov,2161 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,1908143071,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,,G000558,1922,N00029675,,H8KY02031,1031343,412278,18829,Brett Guthrie,,20916,Brett Guthrie
Hageman,Harriet,Maxine,,,Harriet M. Hageman,"Hageman, Harriet Maxine",Republican,1962-10-18,F,rep,WY,0,,https://hageman.house.gov,1227 Longworth House Office Building Washington DC 20515-5000,202-225-2311,,,RepHageman,,,@rephageman,,,H001096,,N00049197,,H2WY00166,,456951,182961,Harriet Hageman,,,Harriet Hageman
Hagerty,Bill,Francis,,,Bill Hagerty,"Hagerty, Bill Francis",Republican,1959-08-14,M,sen,TN,,2,https://www.hagerty.senate.gov,251 Russell Senate Office Building Washington DC 20510,202-224-4944,https://www.hagerty.senate.gov/email-me/,,SenatorHagerty,1346873610875654147,SenatorBillHagerty,UCqLlLx05ScUwxVHvevyaDFg,,,H000601,,N00045369,S407,S0TN00169,,456798,128466,Bill Hagerty,,,Bill Hagerty
Hamadeh,Abraham,Jamal,,,Abraham J. Hamadeh,"Hamadeh, Abraham Jamal",Republican,1991-05-15,M,rep,AZ,8,,https://hamadeh.house.gov,1722 Longworth House Office Building Washington DC 20515-0308,202-225-4576,,,,,,,,,H001098,,N00053795,,H4AZ08108,,456973,205532,Abraham Hamadeh,,,Abraham Hamadeh
Harder,Josh,,,,Josh Harder,"Harder, Josh",Democrat,1986-08-01,M,rep,CA,9,,https://harder.house.gov,209 Cannon House Office Building Washington DC 20515-0509,202-225-4540,,,RepJoshHarder,1080851152151953410,,,,,H001090,,N00040853,,H8CA10126,,412754,179326,Josh Harder,,21930,Josh Harder
Haridopolos,Mike,John,,,Mike Haridopolos,"Haridopolos, Mike John",Republican,1970-03-15,M,rep,FL,8,,https://haridopolos.house.gov,1039 Longworth House Office Building Washington DC 20515-0908,202-225-3671,,,repharidopolos,,,,,,H001099,,N00033076,,H4FL08168,,456986,53952,Mike Haridopolos,,,Mike Haridopolos
Harrigan,Pat,,,,Pat Harrigan,"Harrigan, Pat",Republican,1987-06-21,M,rep,NC,10,,https://harrigan.house.gov,1233 Longworth House Office Building Washington DC 20515-3310,202-225-2576,,,RepPatHarrigan,,RepPatHarrigan,,,,H001101,,N00050144,,H2NC13243,,457003,202557,Pat Harrigan,,,Pat Harrigan
